holiday,temp,rain_1h,snow_1h,clouds_all,traffic_volume
None,284.92,0,0,75,5564
None,285.35,0,0,75,6274
None,285.72,0,0,100,5403
None,285.72,0,0,100,5403
None,287.09,0,0,75,4680
None,288.31,0,0,75,4642
None,288.61,0,0,1,4979
None,290.32,0,0,1,4851
None,291.36,0,0,1,4291
None,292.01,0,0,1,4714
None,292.61,0,0,1,6723
None,292.65,0,0,1,6180
None,290.52,0,0,40,4843
None,288.35,0,0,40,3435
None,286.72,0,0,40,2921
None,285.49,0,0,40,2763
None,284.22,0,0,20,1930
None,283.8,0,0,20,1160
None,283.72,0,0,20,654
None,282.8,0,0,40,374
None,282.32,0,0,99,301
None,282.38,0,0,99,397
None,282.76,0,0,90,794
None,282.88,0,0,99,2564
None,284.18,0,0,75,5358
None,284.69,0,0,90,6441
None,285,0,0,90,5536
None,286.9,0,0,99,5256
None,288.35,0,0,90,4619
None,289.59,0,0,90,5107
None,288.27,0,0,99,5147
None,286.41,0,0,90,5283
None,285.96,0,0,90,5704
None,287.04,0,0,90,5887
None,287.18,0,0,90,6307
None,286.94,0,0,90,5953
None,286.01,0,0,90,4519
None,284.67,0,0,100,3427
None,283.44,0,0,100,2921
None,282.51,0,0,100,2649
None,281.9,0,0,90,2005
None,281.85,0,0,90,1177
None,281.28,0,0,90,699
None,280.97,0,0,87,436
None,280.44,0,0,87,353
None,280.44,0,0,87,353
None,280.02,0,0,87,399
None,279.79,0,0,87,720
None,279.79,0,0,87,720
None,279.79,0,0,87,720
None,279.79,0,0,87,720
None,279.74,0,0,87,2370
None,279.74,0,0,87,2370
None,279.65,0,0,87,5162
None,279.65,0,0,87,5162
None,279.65,0,0,87,5162
None,279.45,0,0,91,5777
None,279.45,0,0,91,5777
None,279.22,0,0,91,5235
None,279.22,0,0,91,5235
None,279.22,0,0,91,5235
None,279.35,0,0,91,4606
None,279.35,0,0,91,4606
None,279.92,0,0,91,4328
None,280.44,0,0,90,4282
None,281,0,0,90,4489
None,281.51,0,0,90,4908
None,281.93,0,0,92,5620
None,281.94,0,0,92,5849
None,281.94,0,0,92,5849
None,282.27,0,0,92,4945
None,282.41,0,0,92,4619
None,282.21,0,0,90,4479
None,281.69,0,0,75,3804
None,281.26,0,0,90,2908
None,280.66,0,0,92,2942
None,280.43,0,0,92,3077
None,280.43,0,0,92,3077
None,280.1,0,0,92,2051
None,280.1,0,0,92,2051
None,280.1,0,0,92,2051
None,280.06,0,0,92,1270
None,280.06,0,0,92,1270
None,280.28,0,0,96,773
None,280.28,0,0,96,773
None,280.38,0,0,96,589
None,280.62,0,0,96,432
None,280.62,0,0,96,432
None,280.91,0,0,96,401
None,280.91,0,0,96,401
None,280.91,0,0,96,401
None,280.96,0,0,96,759
None,280.96,0,0,96,759
None,280.96,0,0,96,759
None,281.13,0,0,96,1313
None,281.13,0,0,96,1313
None,281.13,0,0,96,1313
None,281.28,0,0,100,1824
None,281.28,0,0,100,1824
None,281.28,0,0,100,1824
None,281.19,0,0,100,2787
None,281.19,0,0,100,2787
None,281.19,0,0,100,2787
None,281.7,0,0,100,3713
None,281.7,0,0,100,3713
None,281.7,0,0,100,3713
None,281.7,0,0,100,3713
None,282.02,0,0,100,3815
None,282.02,0,0,100,3815
None,282.02,0,0,100,3815
None,282.02,0,0,100,3815
None,282.35,0,0,100,4339
None,282.35,0,0,100,4339
None,282.35,0,0,100,4339
None,282.71,0,0,100,4613
None,282.71,0,0,100,4613
None,282.71,0,0,100,4613
None,282.71,0,0,100,4613
None,283.31,0,0,48,4507
None,283.79,0,0,90,4452
None,284.2,0,0,75,4636
None,284.32,0,0,90,4810
None,284.13,0,0,75,5125
None,283.14,0,0,40,4337
None,281.4,0,0,40,3644
None,280.47,0,0,20,3107
None,279.52,0,0,20,2929
None,278.85,0,0,48,2865
None,278.12,0,0,48,2340
None,277.94,0,0,48,1372
None,275.93,0,0,60,1928
None,275.93,0,0,60,1928
None,284.09,0,0,75,4695
None,282.6,0,0,75,4335
None,281.72,0,0,90,1583
None,281.26,0,0,90,959
None,281.29,0,0,75,498
None,281.01,0,0,75,306
None,280.57,0,0,40,259
None,280.54,0,0,75,324
None,279.37,0,0,8,806
None,279.18,0,0,8,2622
None,279.05,0,0,8,5456
None,282.7,0,0,38,4324
None,286.17,0,0,40,4378
None,288.61,0,0,75,4639
None,290.59,0,0,20,4546
None,292.21,0,0,75,5006
None,293.56,0,0,75,5361
None,293.43,0,0,40,6101
None,293.4,0,0,40,5781
None,291.47,0,0,20,4272
None,289.17,0,0,20,3091
None,287.28,0,0,1,2434
None,286.1,0,0,1,1984
None,285.45,0,0,75,1383
None,285.33,0,0,90,959
None,285.07,0,0,90,511
None,284.58,0,0,90,346
None,283.88,0,0,75,253
None,283.55,0,0,75,349
None,282.85,0,0,20,807
None,282.42,0,0,20,2669
None,282.13,0,0,75,5210
None,281.85,0,0,40,6083
None,281.85,0,0,20,5790
None,283.07,0,0,75,5484
None,284.53,0,0,90,4407
None,285.6,0,0,75,4725
None,286.63,0,0,90,4826
None,286.75,0,0,99,4945
None,287.97,0,0,90,5065
None,288.54,0,0,99,5618
None,288.72,0,0,90,6094
None,288.53,0,0,90,5844
None,288.16,0,0,90,4649
None,287.59,0,0,90,3180
None,287.21,0,0,90,2963
None,286.29,0,0,90,2450
None,285.7,0,0,90,1613
None,285.61,0,0,90,1021
None,285.37,0,0,99,580
None,285.37,0,0,99,580
None,285.51,0,0,90,298
None,285.6,0,0,100,261
None,285.99,0,0,100,408
None,285.99,0,0,100,408
None,285.94,0,0,100,793
None,285.94,0,0,100,793
None,285.97,0,0,90,2643
None,285.97,0,0,90,2643
None,285.97,0,0,90,2643
None,285.73,0,0,90,5593
None,285.73,0,0,90,5593
None,285.73,0,0,90,5593
None,285.73,0,0,90,5593
None,285.5,0,0,90,5722
None,285.5,0,0,90,5722
None,285.55,0,0,90,5607
None,285.55,0,0,90,5607
None,285.55,0,0,90,5607
None,285.55,0,0,90,5607
None,285.93,0,0,90,5492
None,285.93,0,0,90,5492
None,285.93,0,0,90,5492
None,286.34,0,0,90,4542
None,286.82,0,0,90,4720
None,286.82,0,0,90,4720
None,288.36,0,0,90,4982
None,288.36,0,0,90,4982
None,288.36,0,0,90,4982
None,289.08,0,0,90,5032
None,289.08,0,0,90,5032
None,289.08,0,0,90,5032
None,289.88,0,0,90,5212
None,289.88,0,0,90,5212
None,290.24,0,0,90,5661
None,290.24,0,0,90,5661
None,290.24,0,0,90,5661
None,290.01,0,0,90,5812
None,289.62,0,0,90,5855
None,289.62,0,0,90,5855
None,289.61,0,0,90,4416
None,289.61,0,0,90,4416
None,289.06,0,0,90,3118
None,288.34,0,0,75,2877
None,288.34,0,0,75,2877
None,287.06,0,0,20,2498
None,287.41,0,0,75,1701
None,287.52,0,0,90,1028
None,287.81,0,0,90,578
None,287.29,0,0,75,354
None,287.23,0,0,90,272
None,286.44,0,0,90,370
None,285.32,0,0,90,809
None,285.32,0,0,90,809
None,285.43,0,0,90,2641
None,285.53,0,0,75,4957
None,285.2,0,0,90,6036
None,285.2,0,0,90,6036
None,285.02,0,0,90,5309
None,286.43,0,0,90,4438
None,287.36,0,0,90,4723
None,287.6,0,0,90,4879
None,287.29,0,0,90,5062
None,286.41,0,0,90,5450
None,286.41,0,0,90,5450
None,286.41,0,0,90,5450
None,286.41,0,0,90,5450
None,285.8,0,0,90,5888
None,285.8,0,0,90,5888
None,285.8,0,0,90,5888
None,285.8,0,0,90,5888
None,285.8,0,0,90,5888
None,285.29,0,0,90,6473
None,285.29,0,0,90,6473
None,285.29,0,0,90,6473
None,284.77,0,0,90,6488
None,284.77,0,0,90,6488
None,284.77,0,0,90,6488
None,284.29,0,0,90,5351
None,284.29,0,0,90,5351
None,284.29,0,0,90,5351
None,284.29,0,0,90,5351
None,283.79,0,0,90,3500
None,283.79,0,0,90,3500
None,283.79,0,0,90,3500
None,283.44,0,0,90,2856
None,283.44,0,0,90,2856
None,283.44,0,0,90,2856
None,283.22,0,0,90,2587
None,283.22,0,0,90,2587
None,283.22,0,0,90,2587
None,282.82,0,0,90,1979
None,282.13,0,0,90,1284
None,281.05,0,0,90,665
None,281.05,0,0,90,665
None,281.05,0,0,90,665
None,280.44,0,0,90,432
None,280.44,0,0,90,432
None,280.07,0,0,90,326
None,280.07,0,0,90,326
None,280.07,0,0,90,326
None,279.54,0,0,90,380
None,279.54,0,0,90,380
None,279.54,0,0,90,380
None,279.54,0,0,90,380
None,278.93,0,0,90,705
None,278.93,0,0,90,705
None,278.93,0,0,90,705
None,278.93,0,0,90,705
None,278.93,0,0,90,705
None,278.27,0,0,90,2430
None,278.27,0,0,90,2430
None,278.27,0,0,90,2430
None,278.27,0,0,90,2430
None,278.07,0,0,90,5426
None,278.07,0,0,90,5426
None,278.07,0,0,90,5426
None,277.53,0,0,90,6499
None,277.53,0,0,90,6499
None,276.23,0,0,90,5856
None,276.23,0,0,90,5856
None,276.23,0,0,90,5856
None,275.66,0,0,90,5234
None,275.66,0,0,90,5234
None,275.66,0,0,90,5234
None,275.02,0,0,90,4695
None,275.02,0,0,90,4695
None,275.02,0,0,90,4695
None,275.02,0,0,90,4695
None,275.03,0,0,90,5341
None,275.03,0,0,90,5341
None,275.03,0,0,90,5341
None,275.03,0,0,90,5341
None,274.5,0,0,90,5943
None,274.5,0,0,90,5943
None,275.01,0,0,90,5874
None,275.38,0,0,90,5879
None,275.38,0,0,90,5879
None,275.85,0,0,90,6060
None,276.56,0,0,90,6348
None,276.7,0,0,90,5955
None,276.71,0,0,90,5341
None,276.43,0,0,90,4144
None,276.23,0,0,90,3249
None,275.99,0,0,75,3017
None,276.28,0,0,90,2765
None,276.28,0,0,90,1894
None,276.01,0,0,90,1159
None,275.36,0,0,90,822
None,274.93,0,0,20,641
None,274.28,0,0,20,411
None,274.01,0,0,1,468
None,273.71,0,0,1,723
None,273.43,0,0,1,1415
None,273.65,0,0,20,2191
None,274.58,0,0,75,3185
None,275.39,0,0,90,4076
None,275.44,0,0,0,4522
None,276.11,0,0,90,6012
None,276.48,0,0,90,5975
None,276.5,0,0,90,5307
None,276.56,0,0,90,4678
None,276.61,0,0,90,4405
None,276.9,0,0,90,4403
None,276.61,0,0,90,4311
None,276.34,0,0,90,4198
None,275.96,0,0,90,3475
None,275.6,0,0,90,3078
None,274.86,0,0,90,2931
None,274.05,0,0,20,2941
None,273.62,0,0,20,2240
None,273.52,0,0,20,1564
None,273.54,0,0,90,795
None,273.63,0,0,90,447
None,273.63,0,0,90,443
None,273.22,0,0,90,330
None,272.75,0,0,75,453
None,272.16,0,0,75,755
None,271.06,0,0,20,953
None,270.68,0,0,1,1650
None,272.6,0,0,1,2442
None,274.06,0,0,1,3230
None,275.81,0,0,1,3575
None,277.54,0,0,20,4139
None,278.54,0,0,40,3892
None,278.97,0,0,40,3989
None,278.91,0,0,75,4294
None,278.81,0,0,75,4521
None,278.27,0,0,75,4280
None,276.67,0,0,75,3945
None,275.86,0,0,75,3169
None,274.29,0,0,75,2772
None,273.37,0,0,75,2213
None,272.77,0,0,75,1570
None,272.01,0,0,75,1065
None,271.78,0,0,40,530
None,271.41,0,0,75,331
None,271.46,0,0,75,270
None,271.76,0,0,75,316
None,272.24,0,0,90,799
None,271.98,0,0,90,2513
None,271.53,0,0,40,5503
None,271.46,0,0,40,6642
None,271.7,0,0,40,6195
None,273.26,0,0,75,5246
None,274.9,0,0,90,4460
None,276.33,0,0,90,4580
None,277.58,0,0,90,4771
None,278.5,0,0,90,4836
None,279.3,0,0,90,5138
None,279.89,0,0,90,5606
None,280.11,0,0,40,6120
None,279.82,0,0,40,5985
None,278.69,0,0,40,4418
None,277.75,0,0,40,3089
None,276.77,0,0,40,2636
None,276.61,0,0,75,2117
None,276.06,0,0,75,1437
None,275.22,0,0,20,920
None,274.75,0,0,20,600
None,274.24,0,0,20,393
None,273.47,0,0,20,298
None,273.5,0,0,1,352
None,273.15,0,0,75,762
None,273,0,0,20,2519
None,272.69,0,0,20,5478
None,273.08,0,0,40,6728
None,273.91,0,0,75,5972
None,274.82,0,0,75,5280
None,276.16,0,0,75,4626
None,277.69,0,0,90,4947
None,278.47,0,0,90,5125
None,279.12,0,0,90,5130
None,279.28,0,0,90,5394
None,280.19,0,0,90,5837
None,280.5,0,0,90,6222
None,280.3,0,0,90,5992
None,279.58,0,0,75,4578
None,278.78,0,0,75,3246
None,278.5,0,0,90,2834
None,276.93,0,0,75,2578
None,276.03,0,0,40,1979
None,275.01,0,0,40,1326
None,273.87,0,0,40,541
None,272.99,0,0,1,346
None,272.41,0,0,1,265
None,272.31,0,0,1,338
None,272.39,0,0,1,765
None,271.73,0,0,1,2611
None,271.54,0,0,1,5577
None,271.12,0,0,1,6908
None,271.17,0,0,20,6079
None,273.11,0,0,20,5309
None,276.01,0,0,20,4567
None,278.27,0,0,20,4804
None,279.84,0,0,20,5041
None,280.68,0,0,40,5051
None,281.22,0,0,20,5274
None,281.8,0,0,20,5936
None,282.2,0,0,40,6128
None,281.48,0,0,20,5821
None,280,0,0,20,4040
None,278.48,0,0,20,2711
None,276.86,0,0,20,2690
None,275.45,0,0,1,2539
None,274.05,0,0,1,1925
None,272.75,0,0,1,1471
None,271.73,0,0,1,716
None,270.91,0,0,1,453
None,270.15,0,0,1,324
None,269.68,0,0,1,390
None,269.44,0,0,1,775
None,268.96,0,0,1,2572
None,268.61,0,0,1,5595
None,268.74,0,0,1,6852
None,268.45,0,0,20,5892
None,270.9,0,0,1,5327
None,273.45,0,0,1,4756
None,275.9,0,0,20,5073
None,278.7,0,0,20,5286
None,280.25,0,0,20,5189
None,281.67,0,0,1,5495
None,283.03,0,0,1,5713
None,283.13,0,0,1,6317
None,283.04,0,0,20,6306
None,281.3,0,0,20,4867
None,279.84,0,0,40,3501
None,278.88,0,0,40,3110
None,278.51,0,0,90,2727
None,279.26,0,0,90,1825
None,279.21,0,0,90,1222
None,278.85,0,0,90,611
None,277.59,0,0,75,441
None,277.01,0,0,40,331
None,277.15,0,0,75,365
None,277.9,0,0,75,708
None,278.31,0,0,90,2379
None,278.63,0,0,90,5236
None,278.22,0,0,90,6509
None,277.58,0,0,75,5723
None,278.02,0,0,40,5239
None,278.37,0,0,90,4723
None,278.78,0,0,90,5330
None,278.78,0,0,75,5403
None,279.59,0,0,75,5446
None,279.64,0,0,1,5669
None,280,0,0,40,6093
None,279.76,0,0,40,6323
None,278.9,0,0,40,5856
None,277.06,0,0,40,4987
None,275.29,0,0,40,3681
None,274.98,0,0,20,2902
None,273.31,0,0,20,2929
None,272.77,0,0,1,2728
None,272.06,0,0,1,1693
None,272.01,0,0,20,1166
None,271.8,0,0,75,724
None,271.3,0,0,75,568
None,270.41,0,0,20,343
None,269.9,0,0,20,383
None,269.56,0,0,1,703
None,269.39,0,0,20,1229
None,269.24,0,0,20,2057
None,268.99,0,0,40,3246
None,271.47,0,0,75,4390
None,272.85,0,0,75,4573
None,273.93,0,0,75,4269
None,274.85,0,0,75,4833
None,275.43,0,0,75,4442
None,275.73,0,0,40,4397
None,275.9,0,0,40,4314
None,276.29,0,0,75,4413
None,276.41,0,0,75,4125
None,276.29,0,0,75,4004
None,276.13,0,0,90,3404
None,275.93,0,0,90,2777
None,275.93,0,0,90,2579
None,275.67,0,0,90,2552
None,275.58,0,0,90,1952
None,275.67,0,0,90,2125
None,275.6,0,0,90,730
None,275.77,0,0,90,730
None,275.42,0,0,90,345
None,275.47,0,0,90,223
None,275.33,0,0,90,488
None,275.08,0,0,90,710
None,275.08,0,0,90,1165
None,275.09,0,0,90,2067
None,275.09,0,0,90,2067
None,275.44,0,0,90,2911
None,276.1,0,0,90,3527
None,276.45,0,0,90,3765
None,276.76,0,0,90,4063
None,277.11,0,0,90,4043
None,278.13,0,0,90,4200
None,278.44,0,0,90,4105
None,278.44,0,0,90,4015
None,278.09,0,0,90,3620
None,277.72,0,0,90,3652
None,277.41,0,0,90,2837
None,277.2,0,0,90,2446
None,277.06,0,0,90,1950
None,276.7,0,0,90,1451
None,276.54,0,0,90,999
None,276.07,0,0,90,1720
None,275.67,0,0,75,1299
None,274.97,0,0,40,304
None,274.86,0,0,20,412
None,273.45,0,0,75,753
None,272.66,0,0,20,2562
None,272.18,0,0,20,5658
None,272.32,0,0,1,6877
None,272.69,0,0,90,5981
None,274.26,0,0,90,4999
None,275.99,0,0,90,4408
None,277.35,0,0,90,4575
None,277.83,0,0,90,4710
None,278.47,0,0,90,4648
None,278.71,0,0,46,4968
None,280.56,0,0,46,6124
None,280.56,0,0,46,6134
None,279.26,0,0,46,4265
None,280.56,0,0,46,2415
None,280.56,0,0,46,1963
None,280.56,0,0,46,1454
None,280.56,0,0,46,938
None,280.56,0,0,46,537
None,274.41,0,0,98,313
None,274.41,0,0,98,256
None,274.41,0,0,98,356
None,274.41,0,0,98,788
None,274.41,0,0,98,2565
None,274.41,0,0,98,5330
None,274.91,0,0,99,6181
None,274.91,0,0,99,6182
None,274.91,0,0,99,5720
None,274.91,0,0,99,4612
None,277.12,0,0,90,4666
None,278.04,0,0,90,5022
None,278.19,0,0,90,5490
None,278.38,0,0,90,5973
None,278.59,0,0,90,6201
None,278.65,0,0,90,5453
None,278.74,0,0,90,3921
None,278.74,0,0,90,3921
